url,isCrawed
https://movie.douban.com/subject/26871906/,0
https://movie.douban.com/subject/35140001/,0
https://movie.douban.com/subject/30306570/,0
https://movie.douban.com/subject/35027709/,0
https://movie.douban.com/subject/27009869/,0
https://movie.douban.com/subject/30182726/,0
https://movie.douban.com/subject/2364086/,0
https://movie.douban.com/subject/33420285/,0
https://movie.douban.com/subject/34913597/,0
https://movie.douban.com/subject/34845342/,0
https://movie.douban.com/subject/30212622/,0
https://movie.douban.com/subject/34961898/,0
https://movie.douban.com/subject/30314127/,0
https://movie.douban.com/subject/34670218/,0
https://movie.douban.com/subject/34976971/,0
https://movie.douban.com/subject/34968329/,0
https://movie.douban.com/subject/33973066/,0
https://movie.douban.com/subject/30241298/,0
https://movie.douban.com/subject/33411505/,0
https://movie.douban.com/subject/27046758/,0
https://movie.douban.com/subject/30182726/,0
https://movie.douban.com/subject/2364086/,0
https://movie.douban.com/subject/33420285/,0
https://movie.douban.com/subject/34913597/,0
https://movie.douban.com/subject/34845342/,0
https://movie.douban.com/subject/30212622/,0
https://movie.douban.com/subject/34961898/,0
https://movie.douban.com/subject/30314127/,0
https://movie.douban.com/subject/34670218/,0
https://movie.douban.com/subject/34976971/,0
https://movie.douban.com/subject/34968329/,0
https://movie.douban.com/subject/33973066/,0
https://movie.douban.com/subject/30241298/,0
https://movie.douban.com/subject/33411505/,0
https://movie.douban.com/subject/27046758/,0
https://movie.douban.com/subject/30458826/,0
https://movie.douban.com/subject/30401849/,0
https://movie.douban.com/subject/30361878/,0
https://movie.douban.com/subject/30446493/,0
https://movie.douban.com/subject/34912837/,0
https://movie.douban.com/subject/30212622/,0
https://movie.douban.com/subject/34961898/,0
https://movie.douban.com/subject/30314127/,0
https://movie.douban.com/subject/34670218/,0
https://movie.douban.com/subject/34976971/,0
https://movie.douban.com/subject/34968329/,0
https://movie.douban.com/subject/33973066/,0
https://movie.douban.com/subject/30241298/,0
https://movie.douban.com/subject/33411505/,0
https://movie.douban.com/subject/27046758/,0
https://movie.douban.com/subject/30458826/,0
https://movie.douban.com/subject/30401849/,0
https://movie.douban.com/subject/30361878/,0
https://movie.douban.com/subject/30446493/,0
https://movie.douban.com/subject/34912837/,0
https://movie.douban.com/subject/35132844/,0
https://movie.douban.com/subject/30466860/,0
https://movie.douban.com/subject/30160393/,0
https://movie.douban.com/subject/35113931/,0
https://movie.douban.com/subject/30180781/,0
